Date,User,Message
2020-01-25 19:31:07,"❤❤빵꿍❤❤","호요뇨"
2020-01-25 19:31:11,"❤❤빵꿍❤❤","언제 올라와"
2020-01-25 19:31:20,"임연지","멀라여"
2020-01-25 19:31:22,"임연지","다리아포"
2020-01-25 19:31:32,"임연지","이모티콘"
2020-01-25 19:38:22,"❤❤빵꿍❤❤","허요우"
2020-01-25 19:38:23,"❤❤빵꿍❤❤","ㅜㅜ"
2020-01-25 19:38:53,"임연지","징구이 쉴게"
2020-01-25 19:38:57,"❤❤빵꿍❤❤","고려려"
2020-01-25 19:38:59,"❤❤빵꿍❤❤","알겟져여"
2020-01-25 19:39:06,"임연지","이모티콘"
2020-01-25 19:40:06,"❤❤빵꿍❤❤","이모티콘"
2020-01-25 19:40:20,"임연지","이모티콘"
2020-01-25 19:40:30,"❤❤빵꿍❤❤","이모티콘"
2020-01-25 20:25:44,"❤❤빵꿍❤❤","사진"
2020-01-25 20:43:29,"임연지","이모티콘"
2020-01-25 20:43:48,"임연지","겁내 맛난거 묵으러갔네"
2020-01-25 21:00:09,"❤❤빵꿍❤❤","ㅋㅋㅋㅋ"
2020-01-25 21:00:16,"❤❤빵꿍❤❤","간단하게 묵고"
2020-01-25 21:00:47,"❤❤빵꿍❤❤","2차로 오사카부루스 왓엉"
2020-01-25 21:02:26,"임연지","고래부럿덩?"
2020-01-25 21:02:31,"임연지","이모티콘"
2020-01-25 21:05:59,"❤❤빵꿍❤❤","사진"
2020-01-25 21:06:01,"❤❤빵꿍❤❤","감튀묵는데"
2020-01-25 21:06:08,"임연지","이모티콘"
2020-01-25 21:06:09,"❤❤빵꿍❤❤","저번에 그곳보단 가성비가 떨어쟈영"
2020-01-25 21:06:12,"임연지","긍게"
2020-01-25 21:06:12,"❤❤빵꿍❤❤","헤헤"
2020-01-25 21:06:13,"임연지","머대"
2020-01-25 21:06:16,"❤❤빵꿍❤❤","ㅋㅋㅋ"
2020-01-25 21:06:18,"임연지","뭐저렇게 적냐"
2020-01-25 21:06:24,"임연지","이모티콘"
2020-01-25 21:06:25,"❤❤빵꿍❤❤","ㅋㅋㅋ"
2020-01-25 21:06:34,"임연지","한입거린디"
2020-01-25 21:06:36,"임연지","호여"
2020-01-25 21:07:05,"임연지","종각에 있는 오사카부루스여?"
2020-01-25 21:07:11,"임연지","밴해야겠네"
2020-01-25 21:13:47,"❤❤빵꿍❤❤","ㅋㅋㅋ"
2020-01-25 21:13:49,"❤❤빵꿍❤❤","긍게"
2020-01-25 21:13:54,"❤❤빵꿍❤❤","여기는 밴"
2020-01-25 21:14:08,"❤❤빵꿍❤❤","괜히오자고혓엉"
2020-01-25 21:14:29,"임연지","동대문 썬더치킨 너낌"
2020-01-25 21:14:32,"❤❤빵꿍❤❤","ㅋㅋㅋㅋㅋ"
2020-01-25 21:14:35,"임연지","으"
2020-01-25 21:14:38,"❤❤빵꿍❤❤","그정도는 아니둥"
2020-01-25 21:14:39,"❤❤빵꿍❤❤","ㅋㅋㅋ"
2020-01-25 21:14:41,"임연지","이모티콘"
2020-01-25 21:14:45,"❤❤빵꿍❤❤","거긴 거의 사기죄성립"
2020-01-25 21:14:47,"❤❤빵꿍❤❤","ㅋㅋㅋㅋㅋ"
2020-01-25 21:14:48,"임연지","고거시나고거시나"
2020-01-25 21:14:51,"임연지","그건"
2020-01-25 21:14:55,"임연지","ㅇㅈ"
2020-01-25 21:14:59,"❤❤빵꿍❤❤","징구이 오고잇어?"
2020-01-25 21:15:05,"임연지","징구이 이제 출발 준빙구"
2020-01-25 21:15:12,"❤❤빵꿍❤❤","그러고몬"
2020-01-25 21:15:20,"임연지","넹"
2020-01-25 21:15:25,"❤❤빵꿍❤❤","몸은 으땨"
2020-01-25 21:15:26,"임연지","징구이 완저 ㄴ감기"
2020-01-25 21:15:27,"임연지","완감"
2020-01-25 21:15:27,"❤❤빵꿍❤❤","ㅜㅜ"
2020-01-25 21:15:30,"❤❤빵꿍❤❤","호여"
2020-01-25 21:15:35,"임연지","자꾸 목이 근질쓰"
2020-01-25 21:15:39,"임연지","기침하는데"
2020-01-25 21:15:44,"임연지","기침하면 허리앙퍼"
2020-01-25 21:15:45,"임연지","ㅠㅠ"
2020-01-25 21:15:47,"❤❤빵꿍❤❤","집가서 약 한번더 묵고 푹자여"
2020-01-25 21:15:48,"❤❤빵꿍❤❤","ㅜㅜ"
2020-01-25 21:15:52,"임연지","넹 ㅠ"
2020-01-25 21:15:58,"❤❤빵꿍❤❤","집에 약잇어?"
2020-01-25 21:16:02,"임연지","집에"
2020-01-25 21:16:10,"임연지","진통제밖에 없을껀디"
2020-01-25 21:16:12,"임연지","몰겠네"
2020-01-25 21:16:16,"❤❤빵꿍❤❤","챙겨가"
2020-01-25 21:16:17,"❤❤빵꿍❤❤","집에성"
2020-01-25 21:16:21,"임연지","할머니꺼 종합감기약 무겅ㅆ덩"
2020-01-25 21:16:29,"임연지","주셨덩"
2020-01-25 21:16:45,"임연지","암튼간에 난 온넝 준비하러갈게 안넝"
2020-01-25 21:17:14,"❤❤빵꿍❤❤","웅요여"
2020-01-25 21:17:16,"❤❤빵꿍❤❤","알겟어영"
2020-01-25 21:17:24,"임연지","이모티콘"
2020-01-25 21:32:28,"임연지","징구 집가고있더"
2020-01-25 21:32:33,"임연지","다른안주 뭐시켰어 ㅋㅋㅋㅋ"
2020-01-25 21:32:47,"❤❤빵꿍❤❤","해물 짬뽕"
2020-01-25 21:33:15,"❤❤빵꿍❤❤","의외로 맛나넹"
2020-01-25 21:37:21,"임연지","호요려"
2020-01-25 21:51:50,"❤❤빵꿍❤❤","헤헷"
2020-01-25 21:51:56,"❤❤빵꿍❤❤","징궁이 출발혓어?"
2020-01-25 21:52:09,"임연지","넹 가는중그"
2020-01-25 21:52:26,"❤❤빵꿍❤❤","잘가고잇농"
2020-01-25 21:55:16,"임연지","넹 치악산쪽이에여"
2020-01-25 21:55:19,"임연지","이모티콘"
2020-01-25 21:55:32,"❤❤빵꿍❤❤","많이온겨?"
2020-01-25 21:55:33,"임연지","차 시트가 따땃~해가꼬"
2020-01-25 21:55:36,"임연지","조검 괜춘"
2020-01-25 21:55:41,"임연지","노노 이제 출발그 거의"
2020-01-25 21:55:42,"❤❤빵꿍❤❤","ㅋㅋㅋ"
2020-01-25 21:55:42,"임연지","ㅋㅋㅋㅋㅋ"
2020-01-25 21:55:48,"❤❤빵꿍❤❤","그러곰"
2020-01-25 21:55:51,"임연지","우웅"
2020-01-25 21:55:55,"❤❤빵꿍❤❤","12시전도착인감?"
2020-01-25 21:55:57,"임연지","잼게놀고있나"
2020-01-25 21:55:59,"임연지","ㅇ멀랑"
2020-01-25 21:56:04,"임연지","왜여"
2020-01-25 21:56:07,"❤❤빵꿍❤❤","아니여"
2020-01-25 21:56:09,"임연지","뭔디"
2020-01-25 21:56:12,"❤❤빵꿍❤❤","무슨 기대하지마러"
2020-01-25 21:56:13,"❤❤빵꿍❤❤","ㅋㅋㅋㅋㅋㅋ"
2020-01-25 21:56:15,"임연지","이모티콘"
2020-01-25 21:56:18,"❤❤빵꿍❤❤","그냥 물어본겨"
2020-01-25 21:56:18,"임연지","잘묵을게"
2020-01-25 21:56:18,"❤❤빵꿍❤❤","ㅋㅋㅋ"
2020-01-25 21:56:24,"❤❤빵꿍❤❤","뭐를 잘묵어"
2020-01-25 21:56:25,"❤❤빵꿍❤❤","ㅋㅋㅋ"
2020-01-25 21:56:29,"임연지","빵꾸밖에 없네"
2020-01-25 21:56:33,"임연지","ㅋㅋㅋㅋㅋ"
2020-01-25 21:56:35,"❤❤빵꿍❤❤","아니"
2020-01-25 21:56:37,"❤❤빵꿍❤❤","뭐가"
2020-01-25 21:56:37,"❤❤빵꿍❤❤","ㅋㅋㅋㅋ"
2020-01-25 21:56:43,"임연지","이모티콘"
2020-01-25 21:56:47,"임연지","ㅋㅋㅋㅋㅋ"
2020-01-25 21:56:53,"임연지","많이 마셨더?"
2020-01-25 21:56:53,"❤❤빵꿍❤❤","아니 저기욬ㅋ"
2020-01-25 21:56:55,"❤❤빵꿍❤❤","아닝"
2020-01-25 21:56:56,"임연지","헷"
2020-01-25 21:56:57,"❤❤빵꿍❤❤","조감"
2020-01-25 21:56:59,"❤❤빵꿍❤❤","조검"
2020-01-25 21:57:00,"임연지","그려?"
2020-01-25 21:57:03,"❤❤빵꿍❤❤","웅요"
2020-01-25 21:57:05,"임연지","ㅇ넘 많이 마시믄안돼"
2020-01-25 21:57:08,"임연지","알것제"
2020-01-25 21:57:10,"❤❤빵꿍❤❤","고러믄요"
2020-01-25 21:57:18,"임연지","근디 재밌게 놀제"
2020-01-25 21:57:33,"❤❤빵꿍❤❤","웅웅 재밋다"
2020-01-25 21:57:34,"❤❤빵꿍❤❤","ㅋㅋ"
2020-01-25 21:57:38,"임연지","고로고먼"
2020-01-25 21:57:44,"임연지","잼게놀아부러 징구이는 엄마랑"
2020-01-25 21:57:45,"❤❤빵꿍❤❤","웅요"
2020-01-25 21:57:47,"임연지","얘기 할겨"
2020-01-25 21:57:52,"❤❤빵꿍❤❤","알겟더양"
2020-01-25 21:57:57,"임연지","우웅 뿅"
2020-01-25 21:58:00,"❤❤빵꿍❤❤","뿡"
2020-01-25 22:55:46,"❤❤빵꿍❤❤","이모티콘"
2020-01-25 22:58:14,"임연지","징구이 가는중그"
2020-01-25 22:59:57,"❤❤빵꿍❤❤","웅요"
2020-01-25 23:11:06,"❤❤빵꿍❤❤","사진"
2020-01-25 23:11:14,"❤❤빵꿍❤❤","후ㅡ덕"
2020-01-25 23:15:55,"임연지","귀엽굼먼"
2020-01-25 23:15:57,"임연지","이모티콘"
2020-01-25 23:18:23,"임연지","사진"
2020-01-25 23:18:27,"임연지","귀여어"
2020-01-25 23:18:30,"임연지","이모티콘"
2020-01-25 23:18:43,"❤❤빵꿍❤❤","ㅋㅋㅋ"
2020-01-25 23:18:44,"❤❤빵꿍❤❤","헤헤"
2020-01-25 23:18:54,"임연지","이모티콘"
2020-01-25 23:18:57,"❤❤빵꿍❤❤","이모티콘"
2020-01-25 23:18:58,"❤❤빵꿍❤❤","이모티콘"
2020-01-25 23:18:58,"임연지","무해인젱?"
2020-01-25 23:19:01,"임연지","집가부러?"
2020-01-25 23:19:03,"❤❤빵꿍❤❤","3차"
2020-01-25 23:19:04,"❤❤빵꿍❤❤","ㅋㅋㅋㅋㅋㅋ"
2020-01-25 23:19:05,"임연지","호여영"
2020-01-25 23:19:07,"임연지","어뎌"
2020-01-25 23:19:07,"❤❤빵꿍❤❤","호여여"
2020-01-25 23:19:11,"임연지","오늘 밖에서 잘라고?"
2020-01-25 23:19:12,"임연지","ㅋㅋㅋㅋ"
2020-01-25 23:19:15,"❤❤빵꿍❤❤","임창정의소주한자"
2020-01-25 23:19:16,"❤❤빵꿍❤❤","ㄴ"
2020-01-25 23:19:20,"임연지","고러고먼"
2020-01-25 23:19:26,"임연지","밖에서 자?"
2020-01-25 23:19:33,"임연지","호영"
2020-01-25 23:20:11,"임연지","사진"
2020-01-25 23:20:43,"❤❤빵꿍❤❤","헤헿"
2020-01-25 23:20:50,"임연지","으구"
2020-01-25 23:20:52,"임연지","어디서자"
2020-01-25 23:21:09,"❤❤빵꿍❤❤","오늘 새벽까지 연장 운행한디야"
2020-01-25 23:21:11,"❤❤빵꿍❤❤","헤해"
2020-01-25 23:21:13,"❤❤빵꿍❤❤","하제만0"
2020-01-25 23:21:14,"임연지","오 진짜?"
2020-01-25 23:21:15,"❤❤빵꿍❤❤","몬낭"
2020-01-25 23:21:17,"❤❤빵꿍❤❤","ㅋㅋㅋㅋㅋ"
2020-01-25 23:21:18,"임연지","ㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-01-25 23:21:19,"임연지","으구"
2020-01-25 23:21:29,"임연지","옳다구나 하고 밤새는구먼"
2020-01-25 23:21:35,"임연지","안피곤혀?"
2020-01-25 23:21:50,"❤❤빵꿍❤❤","아직은 괘안어영"
2020-01-25 23:22:02,"임연지","알동"
2020-01-25 23:22:06,"임연지","3차는 무묵어?"
2020-01-25 23:22:14,"임연지","신림 가자"
2020-01-25 23:22:15,"❤❤빵꿍❤❤","지곰 닭똥집"
2020-01-25 23:22:17,"❤❤빵꿍❤❤","ㅋㅋㅋㅋㅋ"
2020-01-25 23:22:19,"임연지","ㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-01-25 23:22:22,"임연지","고로고몬"
2020-01-25 23:22:26,"임연지","맛나게 무부러"
2020-01-25 23:22:28,"❤❤빵꿍❤❤","응응"
2020-01-25 23:22:31,"임연지","술은 얼마나마셨댜"
2020-01-25 23:22:31,"❤❤빵꿍❤❤","닭똥꼬"
2020-01-25 23:22:44,"❤❤빵꿍❤❤","술은 진로 둘이서 5병"
2020-01-25 23:22:48,"임연지","에?"
2020-01-25 23:22:49,"❤❤빵꿍❤❤","괘안어영"
2020-01-25 23:22:51,"❤❤빵꿍❤❤","ㅋㅋㅋㅋ"
2020-01-25 23:22:57,"임연지","이모티콘"
2020-01-25 23:22:59,"❤❤빵꿍❤❤","호여"
2020-01-25 23:23:00,"❤❤빵꿍❤❤","ㅋㅋㅋ"
2020-01-25 23:23:02,"임연지","자제혀"
2020-01-25 23:23:05,"임연지","자제"
2020-01-25 23:23:13,"임연지","암튼간에"
2020-01-25 23:23:15,"❤❤빵꿍❤❤","웅 고롬"
2020-01-25 23:23:21,"❤❤빵꿍❤❤","자제할게영"
2020-01-25 23:23:22,"임연지","제대로된똥꼬빨러가는구먼"
2020-01-25 23:23:28,"임연지","ㅋㅋㅋㅋㅋㅋ"
2020-01-25 23:23:38,"임연지","맛나게묵고 와라"
2020-01-25 23:24:59,"❤❤빵꿍❤❤","호여"
2020-01-25 23:25:00,"❤❤빵꿍❤❤","ㅋㅋㅋ"
2020-01-25 23:25:01,"❤❤빵꿍❤❤","헤레"
2020-01-25 23:25:08,"임연지","호영"
2020-01-25 23:25:10,"❤❤빵꿍❤❤","별루맛이가 읎당"
2020-01-25 23:25:11,"❤❤빵꿍❤❤","ㅋㅋㅋ"
2020-01-25 23:25:14,"임연지","그래? ㅋㅋㅋ"
2020-01-25 23:25:15,"❤❤빵꿍❤❤","실망그"
2020-01-25 23:25:25,"임연지","ㅋㅋㅋㅋㅋ"
2020-01-25 23:25:41,"임연지","술 조곰 묵고 조심히 들어가"
2020-01-25 23:25:54,"임연지","징구이는 죽전휴게소여"
2020-01-25 23:27:16,"❤❤빵꿍❤❤","호여"
2020-01-25 23:27:19,"❤❤빵꿍❤❤","오래걸리는고몬"
2020-01-25 23:27:22,"임연지","우웅"
2020-01-25 23:27:26,"임연지","곧도착할듯여"
2020-01-25 23:32:33,"❤❤빵꿍❤❤","그러고몬"
2020-01-25 23:32:34,"❤❤빵꿍❤❤","ㅋㅋㅋ"
2020-01-25 23:32:43,"임연지","배고파부러"
2020-01-25 23:32:52,"❤❤빵꿍❤❤","호영"
2020-01-25 23:32:53,"❤❤빵꿍❤❤","ㅋㅋㅋ"
2020-01-25 23:32:54,"임연지","저녁을 너무 일찍묵어부럿시애"
2020-01-25 23:33:03,"❤❤빵꿍❤❤","가서 간단히 뭇좀 묵엉"
2020-01-25 23:33:11,"임연지","우웅"
2020-01-25 23:34:52,"❤❤빵꿍❤❤","무묵게여"
2020-01-25 23:34:52,"❤❤빵꿍❤❤","ㅋ"
2020-01-25 23:35:24,"임연지","먼낭"
2020-01-25 23:35:31,"임연지","삭제된 메시지입니다."
2020-01-25 23:35:32,"임연지","호여여영"
2020-01-25 23:35:35,"임연지","이모티콘"
2020-01-25 23:36:07,"임연지","ㅋㅋㅋㅋㅋ"
2020-01-25 23:36:08,"임연지","이모티콘"
2020-01-25 23:36:41,"❤❤빵꿍❤❤","ㅋㅋㅋㅋ"
2020-01-25 23:36:42,"❤❤빵꿍❤❤","무데데"
2020-01-25 23:36:53,"임연지","이모티콘"
2020-01-25 23:36:59,"❤❤빵꿍❤❤","무여여여"
2020-01-25 23:37:02,"❤❤빵꿍❤❤","무라그런겨"
2020-01-25 23:37:10,"임연지","시크릿또★"
2020-01-25 23:37:13,"❤❤빵꿍❤❤","ㅋㅋㅋㅋㅋ"
2020-01-25 23:37:18,"임연지","ㅋㅋㅋㅋㅋ"
2020-01-25 23:37:30,"❤❤빵꿍❤❤","오빵구 꼬추 언제든"
2020-01-25 23:37:33,"임연지","이모티콘"
2020-01-25 23:37:35,"❤❤빵꿍❤❤","ㅌㅋㅋㅋㅋㅋㅋ"
2020-01-25 23:37:38,"임연지","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-01-25 23:37:40,"❤❤빵꿍❤❤","헤헿ㅅ"
2020-01-25 23:37:46,"임연지","으구"
2020-01-25 23:37:48,"❤❤빵꿍❤❤","헤헿"
2020-01-25 23:37:56,"❤❤빵꿍❤❤","도키도키"
2020-01-25 23:38:01,"임연지","호여영"
2020-01-25 23:38:05,"임연지","도키쓰"
2020-01-25 23:38:08,"임연지","헷"
2020-01-25 23:39:27,"❤❤빵꿍❤❤","알딸딸하고몬"
2020-01-25 23:39:33,"임연지","고만마셔"
2020-01-25 23:39:41,"임연지","그만 마셔"
2020-01-25 23:40:41,"❤❤빵꿍❤❤","웅웅 안그래도 그만 마시는중"
2020-01-25 23:40:42,"❤❤빵꿍❤❤","ㅋㅋ"
2020-01-25 23:47:19,"임연지","징구이"
2020-01-25 23:47:24,"임연지","사당그"
2020-01-25 23:47:30,"❤❤빵꿍❤❤","호여"
2020-01-25 23:47:30,"임연지","고려 다행이고먼"
2020-01-25 23:47:33,"임연지","우웅"
2020-01-25 23:47:35,"임연지","사당그"
2020-01-25 23:47:41,"❤❤빵꿍❤❤","도착그 햇구먼"
2020-01-25 23:47:47,"임연지","야쓰"
2020-01-25 23:47:48,"임연지","거의"
2020-01-25 23:53:13,"❤❤빵꿍❤❤","해해"
2020-01-25 23:53:14,"❤❤빵꿍❤❤","헤헤"
2020-01-25 23:56:41,"임연지","징구이 집왔동"
2020-01-25 23:57:06,"❤❤빵꿍❤❤","오"
2020-01-25 23:57:09,"❤❤빵꿍❤❤","도착크"
2020-01-25 23:57:10,"❤❤빵꿍❤❤","ㅋㅋㅋ"
2020-01-25 23:57:19,"임연지","야쑤"
2020-01-26 00:02:40,"❤❤빵꿍❤❤","인자 술은 얼추 다뭇엉"
2020-01-26 00:02:41,"❤❤빵꿍❤❤","ㅋㅋ"
2020-01-26 00:02:54,"임연지","고러곰"
2020-01-26 00:03:00,"임연지","인자 집가?"
2020-01-26 00:03:03,"임연지","호영"
2020-01-26 00:03:04,"❤❤빵꿍❤❤","몬낭"
2020-01-26 00:03:05,"❤❤빵꿍❤❤","ㅋㅋㅋ"
2020-01-26 00:03:08,"임연지","으이구"
2020-01-26 00:03:09,"❤❤빵꿍❤❤","안적 안나갓엉"
2020-01-26 00:03:10,"❤❤빵꿍❤❤","헤헤"
2020-01-26 00:03:13,"❤❤빵꿍❤❤","데헷"
2020-01-26 00:03:13,"임연지","그래서 4차는 어디가"
2020-01-26 00:03:15,"❤❤빵꿍❤❤","ㅋㅋㅋㅋㅋ"
2020-01-26 00:03:16,"임연지","ㅋㅋㅋㅋㅋ"
2020-01-26 00:03:36,"❤❤빵꿍❤❤","성훈이가 4차는 연지네 집이라는데?"
2020-01-26 00:03:38,"❤❤빵꿍❤❤","ㅋㅋㅋㅋㅋ"
2020-01-26 00:03:44,"❤❤빵꿍❤❤","개이덕?"
2020-01-26 00:16:57,"임연지","그러면"
2020-01-26 00:17:03,"임연지","성훈오빠 빼고와"
2020-01-26 00:17:07,"임연지","그러면 인정"
2020-01-26 00:26:23,"임연지","언제와?"
2020-01-26 00:26:25,"임연지","ㅋㅋㅋㅋ"
2020-01-26 00:29:06,"❤❤빵꿍❤❤","ㅋㅋㅋㅋㅋ"
2020-01-26 00:29:15,"❤❤빵꿍❤❤","호여연"
2020-01-26 00:29:22,"임연지","이모티콘"
2020-01-26 00:29:31,"임연지","어뎌"
2020-01-26 00:29:40,"❤❤빵꿍❤❤","안적 거기여"
2020-01-26 00:29:47,"❤❤빵꿍❤❤","닭똥꼬"
2020-01-26 00:29:51,"임연지","호영"
2020-01-26 00:29:54,"❤❤빵꿍❤❤","헤헷"
2020-01-26 00:29:57,"임연지","많이 남았는가벼"
2020-01-26 00:30:04,"❤❤빵꿍❤❤","맛없어서"
2020-01-26 00:30:07,"❤❤빵꿍❤❤","많이남앗옹"
2020-01-26 00:30:07,"임연지","ㅋㅋㅋㅋㅋ"
2020-01-26 00:30:08,"❤❤빵꿍❤❤","ㅋㅋㅋㅋㅋㅋㅋ"
2020-01-26 00:30:21,"임연지","징구이는"
2020-01-26 00:30:30,"임연지","아퍼가꼬 누워있을라구"
2020-01-26 00:30:41,"임연지","지검 집와서"
2020-01-26 00:30:43,"임연지","빵이랑"
2020-01-26 00:30:45,"임연지","식혜랑"
2020-01-26 00:30:50,"임연지","스트렙실묵었더"
2020-01-26 00:30:55,"❤❤빵꿍❤❤","맛나게 묵어부럿엉?"
2020-01-26 00:31:00,"임연지","우웅"
2020-01-26 00:31:02,"임연지","이모티콘"
2020-01-26 00:32:09,"임연지","몸에 힘이가 없다"
2020-01-26 00:32:21,"임연지","이럴때 빵꾸이가 옆에 있으면 좋으려만"
2020-01-26 00:32:27,"임연지","이모티콘"
2020-01-26 00:32:31,"임연지","이모티콘"
2020-01-26 00:32:38,"임연지","이모티콘"
2020-01-26 00:43:34,"❤❤빵꿍❤❤","이모티콘"
2020-01-26 00:43:45,"임연지","이모티콘"
2020-01-26 01:40:08,"임연지","호여"
2020-01-26 02:02:37,"❤❤빵꿍❤❤","허영요"
2020-01-26 02:03:14,"임연지","무냥"
2020-01-26 02:03:24,"임연지","집가냥"
2020-01-26 02:17:20,"임연지","무영"
2020-01-26 02:17:27,"임연지","술많이 마셨낭"
2020-01-26 02:25:56,"❤❤빵꿍❤❤","호영ㅇ"
2020-01-26 02:26:06,"임연지","무여"
2020-01-26 02:26:06,"❤❤빵꿍❤❤","지곰 안적 묵고잇어요요"
2020-01-26 02:26:10,"임연지","무묵냥"
2020-01-26 02:26:14,"❤❤빵꿍❤❤","똥꼬"
2020-01-26 02:26:17,"임연지","ㅋㅋㅋㅋ"
2020-01-26 02:26:20,"임연지","고로고ㅗㅁㄴ"
2020-01-26 02:26:27,"임연지","언제까지묵을라구"
2020-01-26 02:26:34,"임연지","집에 안가나"
2020-01-26 03:14:14,"임연지","https://youtu.be/synYOAWXzt4"
2020-01-26 06:42:12,"❤❤빵꿍❤❤","오빵구 첫차타구 집와서"
2020-01-26 06:42:17,"❤❤빵꿍❤❤","인자 잡네다"
2020-01-26 06:42:19,"❤❤빵꿍❤❤","호요여"
2020-01-26 11:05:16,"❤❤빵꿍❤❤","징구인 안적자남"
2020-01-26 11:05:31,"❤❤빵꿍❤❤","오빵구는 늦게잣는디요"
2020-01-26 11:05:36,"❤❤빵꿍❤❤","지곰 인낫다여용"
2020-01-26 11:20:45,"❤❤빵꿍❤❤","무여용"
2020-01-26 11:20:54,"❤❤빵꿍❤❤","오래자부넹"
2020-01-26 11:20:56,"❤❤빵꿍❤❤","헿"
2020-01-26 11:49:43,"❤❤빵꿍❤❤","징구이이이"
2020-01-26 11:51:08,"❤❤빵꿍❤❤","징구구구"
2020-01-26 11:51:11,"❤❤빵꿍❤❤","인나요여"
2020-01-26 11:51:17,"❤❤빵꿍❤❤","나랑놀자요요요요"
2020-01-26 11:51:20,"❤❤빵꿍❤❤","징구우우이"
2020-01-26 11:51:29,"❤❤빵꿍❤❤","오빵구 일찍인나서옹영"
2020-01-26 11:51:30,"❤❤빵꿍❤❤","이모티콘"
2020-01-26 11:51:33,"❤❤빵꿍❤❤","징구구잉"
2020-01-26 11:52:02,"❤❤빵꿍❤❤","호여용"
2020-01-26 12:00:22,"❤❤빵꿍❤❤","구이"
2020-01-26 12:00:24,"❤❤빵꿍❤❤","징구이"
2020-01-26 12:00:32,"❤❤빵꿍❤❤","궁궁이"
2020-01-26 12:00:37,"❤❤빵꿍❤❤","인나여여영"
2020-01-26 12:00:53,"❤❤빵꿍❤❤","왜이리 오래자능교"
2020-01-26 12:01:00,"❤❤빵꿍❤❤","호여여여ㅕ양"
2020-01-26 12:01:02,"❤❤빵꿍❤❤","인낫드아앙"
2020-01-26 12:01:05,"❤❤빵꿍❤❤","이모티콘"
2020-01-26 12:01:06,"❤❤빵꿍❤❤","이모티콘"
2020-01-26 12:01:11,"임연지","빵댕꾸"
2020-01-26 12:01:13,"임연지","근데"
2020-01-26 12:01:15,"임연지","징구이"
2020-01-26 12:01:15,"❤❤빵꿍❤❤","우요용"
2020-01-26 12:01:18,"임연지","아퍼부러"
2020-01-26 12:01:21,"❤❤빵꿍❤❤","호여여ㅜㅜ"
2020-01-26 12:01:27,"임연지","그래가꼬"
2020-01-26 12:01:28,"❤❤빵꿍❤❤","몸많이 안좋아부러?"
2020-01-26 12:01:29,"❤❤빵꿍❤❤","ㅜㅜ"
2020-01-26 12:01:31,"❤❤빵꿍❤❤","웅웅"
2020-01-26 12:01:35,"임연지","아침에 인났다가 잔겨여요"
2020-01-26 12:01:37,"임연지","ㅠㅜ"
2020-01-26 12:01:45,"❤❤빵꿍❤❤","호여"
2020-01-26 12:01:48,"❤❤빵꿍❤❤","우짜잉"
2020-01-26 12:01:53,"❤❤빵꿍❤❤","다시 잘겨요??"
2020-01-26 12:01:59,"임연지","인자 인나야제"
2020-01-26 12:02:08,"임연지","빵꾸국"
2020-01-26 12:02:10,"❤❤빵꿍❤❤","웅요"
2020-01-26 12:02:31,"임연지","징구랑 놀고자워?"
2020-01-26 12:02:34,"임연지","이모티콘"
2020-01-26 12:02:38,"❤❤빵꿍❤❤","아니"
2020-01-26 12:02:42,"❤❤빵꿍❤❤","징구이 아프다"
2020-01-26 12:02:47,"❤❤빵꿍❤❤","못논다"
2020-01-26 12:02:51,"임연지","ㅋㅋㅋ"
2020-01-26 12:02:56,"❤❤빵꿍❤❤","삐빅"
2020-01-26 12:02:57,"❤❤빵꿍❤❤","ㅋㅋㅋㅋ"
2020-01-26 12:03:02,"임연지","집에가"
2020-01-26 12:03:03,"임연지","지마"
2020-01-26 12:03:04,"임연지","?"
2020-01-26 12:03:05,"임연지","ㅋㅋㅋㅋㅋㅋ"
2020-01-26 12:03:06,"❤❤빵꿍❤❤","ㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-01-26 12:03:24,"❤❤빵꿍❤❤","아프자네영"
2020-01-26 12:03:27,"임연지","아포"
2020-01-26 12:03:35,"임연지","목이 아포여"
2020-01-26 12:03:50,"❤❤빵꿍❤❤","긍게"
2020-01-26 12:03:52,"❤❤빵꿍❤❤","안돼영"
2020-01-26 12:03:55,"❤❤빵꿍❤❤","옮아여"
2020-01-26 12:03:57,"❤❤빵꿍❤❤","ㅋㅋㅋㅋ"
2020-01-26 12:03:59,"❤❤빵꿍❤❤","이모티콘"
2020-01-26 12:04:02,"임연지","이모티콘"
2020-01-26 12:05:24,"❤❤빵꿍❤❤","이모티콘"
2020-01-26 12:06:49,"임연지","이모티콘"
2020-01-26 12:08:03,"❤❤빵꿍❤❤","징구이 밥은 뭇나"
2020-01-26 12:08:12,"임연지","안적구"
2020-01-26 12:08:18,"❤❤빵꿍❤❤","으궁"
2020-01-26 12:08:26,"임연지","이모티콘"
2020-01-26 12:09:47,"❤❤빵꿍❤❤","온농 무야젱"
2020-01-26 12:10:59,"임연지","알동"
2020-01-26 12:22:33,"❤❤빵꿍❤❤","묵고잇어?"
2020-01-26 12:22:45,"임연지","이모티콘"
2020-01-26 12:22:46,"임연지","이모티콘"
2020-01-26 12:22:48,"❤❤빵꿍❤❤","ㅋㅋㅋㅋ"
